,       MaxEStateIndex,       MinEStateIndex,    MaxAbsEStateIndex,    MinAbsEStateIndex,                  qed,                MolWt,       HeavyAtomMolWt,           ExactMolWt,  NumValenceElectrons,  NumRadicalElectrons,     MaxPartialCharge,     MinPartialCharge,  MaxAbsPartialCharge,  MinAbsPartialCharge,     FpDensityMorgan1,     FpDensityMorgan2,     FpDensityMorgan3,             BalabanJ,              BertzCT,                 Chi0,                Chi0n,                Chi0v,                 Chi1,                Chi1n,                Chi1v,                Chi2n,                Chi2v,                Chi3n,                Chi3v,                Chi4n,                Chi4v,        HallKierAlpha,                  Ipc,               Kappa1,               Kappa2,               Kappa3,            LabuteASA,            PEOE_VSA1,           PEOE_VSA10,           PEOE_VSA11,           PEOE_VSA12,           PEOE_VSA13,           PEOE_VSA14,            PEOE_VSA2,            PEOE_VSA3,            PEOE_VSA4,            PEOE_VSA5,            PEOE_VSA6,            PEOE_VSA7,            PEOE_VSA8,            PEOE_VSA9,             SMR_VSA1,            SMR_VSA10,             SMR_VSA2,             SMR_VSA3,             SMR_VSA4,             SMR_VSA5,             SMR_VSA6,             SMR_VSA7,             SMR_VSA8,             SMR_VSA9,           SlogP_VSA1,          SlogP_VSA10,          SlogP_VSA11,          SlogP_VSA12,           SlogP_VSA2,           SlogP_VSA3,           SlogP_VSA4,           SlogP_VSA5,           SlogP_VSA6,           SlogP_VSA7,           SlogP_VSA8,           SlogP_VSA9,          EState_VSA1,         EState_VSA10,         EState_VSA11,          EState_VSA2,          EState_VSA3,          EState_VSA4,          EState_VSA5,          EState_VSA6,          EState_VSA7,          EState_VSA8,          EState_VSA9,          VSA_EState1,         VSA_EState10,          VSA_EState2,          VSA_EState3,          VSA_EState4,          VSA_EState5,          VSA_EState6,          VSA_EState7,          VSA_EState8,          VSA_EState9,         FractionCSP3,       HeavyAtomCount,            NHOHCount,              NOCount,  NumAliphaticCarbocycles,  NumAliphaticHeterocycles,    NumAliphaticRings,  NumAromaticCarbocycles,  NumAromaticHeterocycles,     NumAromaticRings,        NumHAcceptors,           NumHDonors,       NumHeteroatoms,    NumRotatableBonds,  NumSaturatedCarbocycles,  NumSaturatedHeterocycles,    NumSaturatedRings,            RingCount,                MolMR,            fr_Al_COO,             fr_Al_OH,      fr_Al_OH_noTert,               fr_ArN,            fr_Ar_COO,              fr_Ar_N,             fr_Ar_NH,             fr_Ar_OH,               fr_COO,              fr_COO2,               fr_C_O,         fr_C_O_noCOO,               fr_C_S,             fr_HOCCN,             fr_Imine,               fr_NH0,               fr_NH1,               fr_NH2,               fr_N_O,    fr_Ndealkylation1,    fr_Ndealkylation2,         fr_Nhpyrrole,                fr_SH,          fr_aldehyde,   fr_alkyl_carbamate,      fr_alkyl_halide,      fr_allylic_oxid,             fr_amide,           fr_amidine,           fr_aniline,       fr_aryl_methyl,             fr_azide,               fr_azo,          fr_barbitur,           fr_benzene,    fr_benzodiazepine,          fr_bicyclic,             fr_diazo,   fr_dihydropyridine,           fr_epoxide,             fr_ester,             fr_ether,             fr_furan,           fr_guanido,           fr_halogen,           fr_hdrzine,           fr_hdrzone,         fr_imidazole,             fr_imide,           fr_isocyan,       fr_isothiocyan,            fr_ketone,    fr_ketone_Topliss,            fr_lactam,           fr_lactone,           fr_methoxy,        fr_morpholine,           fr_nitrile,             fr_nitro,        fr_nitro_arom,  fr_nitro_arom_nonortho,           fr_nitroso,           fr_oxazole,             fr_oxime,  fr_para_hydroxylation,            fr_phenol,  fr_phenol_noOrthoHbond,         fr_phos_acid,        fr_phos_ester,         fr_piperdine,         fr_piperzine,          fr_priamide,      fr_prisulfonamd,          fr_pyridine,             fr_quatN,           fr_sulfide,         fr_sulfonamd,           fr_sulfone,    fr_term_acetylene,         fr_tetrazole,          fr_thiazole,          fr_thiocyan,         fr_thiophene,     fr_unbrch_alkane,              fr_urea, 
          fr_isocyan,  0.62316, -0.10847,  0.05731, -0.12005, -0.01748, -0.01861, -0.24497, -0.11620,  0.02979,  0.12398, -0.14755,  0.06979,  0.29210,  0.07480, -0.15686,  0.24603, -0.10883, -0.02131,  0.00356, -0.09985,  0.45441, -0.10896,  0.06848,  0.47257, -0.04616, -0.00918, -0.06509,  0.18574,  0.46182, -0.05698, -0.12584,  0.69885,  0.05165,  0.00253, -0.02734, -0.06117, -0.01874,  0.11976,  0.47691, -0.08894,  0.22262,  0.18399,  0.54648,  0.07425,  0.23261,  0.06538, -0.02991,  0.11035, -0.15416, -0.13042, -0.15054,  0.07846, -0.02207,  0.17454, -0.09063, -0.07581,  0.04004, -0.03017, -0.00756, -0.02030,  0.04230, -0.03424,  0.10839, -0.14279, -0.07052, -0.09406,  0.02660,  0.06978,  0.03325, -0.17217,  0.06194, -0.13950,  0.06608,  0.03177, -0.00638, -0.06580,  0.00961,  0.28892, -0.02976,  0.15115,  0.07474,  0.06978,  0.00231,  0.00554, -0.23796,  0.07286,  0.06984,  0.01289,  0.04773,  0.07073,  0.23550,  0.06978,  0.17070,  0.05102, -0.01522,  0.18269, -0.09310, -0.02707, -0.02801,  0.07027, -0.04305, -0.02958, -0.13935, -0.08736, -0.11483,  0.06993, -0.06324, -0.08252, -0.14808,  0.26825, -0.24320,  0.07060,  0.12121,  0.05755, -0.06136,  0.02120,  0.33224,  0.02141, -0.01281,  0.58749,  0.47960, -0.02319, -0.15177, -0.01905,  0.04329,  0.24572, -0.10852, -0.07785,  0.02289,  0.67910, -0.02538,  0.76253,  0.17705,  0.32035, -0.03381,  0.05829,  0.05202,  0.05508, -0.03736, -0.03939, -0.20392, -0.29565,  0.07153,  0.01180,  0.08124,  0.18128, -0.07635,  0.24672,  0.07402, -0.05365,  0.24611, -0.04987, -0.01566,  0.00027,  0.10909, -0.03097, -0.00975,  0.65504,  0.09725, -0.10050,  0.95768,  0.96213,  1.00000, -0.14953,  0.11364, -0.01622,  0.11963,  0.01079, -0.05202, -0.08163, -0.05265,  0.06978, -0.06237, -0.17318, -0.05707,  0.06981, -0.02712, -0.08197,  0.10577, -0.07447,  0.07069, -0.01839, -0.13910, -0.11242, -0.07254, -0.09770, -0.04678, -0.07001, -0.07531, -0.03190,  0.06859, -0.01453, -0.02146, -0.04187, -0.10459,  0.06748,  0.04895, -0.10124, 
      fr_isothiocyan, -0.06817,  0.47419, -0.04122,  0.34713,  0.21876,  0.22998,  0.06105,  0.47977,  0.63471,  0.08633,  0.03415, -0.00636,  0.00198, -0.00084, -0.02621, -0.02407,  0.02322,  0.21697,  0.16630,  0.02486, -0.02044,  0.04937,  0.04742, -0.00202,  0.20330,  0.04404,  0.04866, -0.01392, -0.04957,  0.19259,  0.25226, -0.09754,  0.00666,  0.01334,  0.44053,  0.36450,  0.19077, -0.05098, -0.14559,  0.10653,  0.01794, -0.04531, -0.06970,  0.19977, -0.01227,  0.31074,  0.01156, -0.02389,  0.21366,  0.07441,  0.53089,  0.02014,  0.49239,  0.05301, -0.00592,  0.35145,  0.07975,  0.19141,  0.31384, -0.00307,  0.01180,  0.03703, -0.00543,  0.30963,  0.03755,  0.41642, -0.01457, -0.00636,  0.03849,  0.14752,  0.07204,  0.48870, -0.00384,  0.33304, -0.01873,  0.37646,  0.00725,  0.00982,  0.05356, -0.04014, -0.10355, -0.00636,  0.01369,  0.38084,  0.10296,  0.00497, -0.00606, -0.02720,  0.02061,  0.00452,  0.28536, -0.00636,  0.03556,  0.27833, -0.00279,  0.03402,  0.05309,  0.46198,  0.03600, -0.00639,  0.08745,  0.06979,  0.32727,  0.34500,  0.19794,  0.01076,  0.09597,  0.00132,  0.55836,  0.03398,  0.14231, -0.00621,  0.06273,  0.08444,  0.42186,  0.31196,  0.00473,  0.17199,  0.05421, -0.04043, -0.11115, -0.01099,  0.13623,  0.09581,  0.00711, -0.02579,  0.79971,  0.21870,  0.02196, -0.11012, -0.00040, -0.07072, -0.06941,  0.22937, -0.00556,  0.08194,  0.12384,  0.14459,  0.06473,  0.40186,  0.23165,  0.22025, -0.00075,  0.17151,  0.14395,  0.20681,  0.00304, -0.06695,  0.24092,  0.31588,  0.01635,  0.51474,  0.07487,  0.04134,  0.00663,  0.08096,  0.33715, -0.15428,  0.01295,  0.35150, -0.15756, -0.13285, -0.14953,  1.00000, -0.01664,  0.09148, -0.01307,  0.04187,  0.04184,  0.10090,  0.04071, -0.00636, -0.08467,  0.24384,  0.37485, -0.00636,  0.05848,  0.05909,  0.09344,  0.12142, -0.04955, -0.00771,  0.29232,  0.41010,  0.32302,  0.20935,  0.45684,  0.16624,  0.29589,  0.48325, -0.00301,  0.15601,  0.44196,  0.16548,  0.37473,  0.00762,  0.31466,  0.34598, 
           fr_ketone,  0.19748, -0.06578,  0.04842,  0.47941, -0.03337, -0.03816, -0.06067,  0.33461, -0.02898,  0.10584, -0.07331,  0.21653,  0.29597,  0.58668,  0.38505,  0.56906,  0.35469,  0.60818,  0.44858,  0.47942,  0.09248,  0.71868,  0.32085,  0.46947,  0.01884, -0.00028,  0.39399,  0.22232, -0.09282,  0.42684,  0.31589,  0.24721,  0.39713,  0.48749, -0.03825,  0.38716,  0.62467,  0.52133,  0.04703, -0.04970,  0.03440,  0.13077, -0.03615,  0.19372,  0.20837,  0.44217, -0.05510,  0.26878, -0.05929, -0.10002,  0.27169,  0.51550, -0.04108,  0.26765,  0.52302, -0.00605, -0.09298,  0.46886,  0.04120,  0.54722, -0.02870,  0.54737,  0.25442,  0.39255,  0.56030, -0.03261,  0.00344,  0.21653,  0.02171,  0.01942, -0.00541,  0.28455,  0.22708,  0.28716,  0.47233, -0.02873,  0.18804,  0.00637,  0.27830,  0.28024,  0.14855,  0.21653,  0.15768,  0.05311, -0.03296,  0.39989,  0.21695,  0.07498,  0.04554,  0.25349,  0.07438,  0.21653,  0.06623,  0.20976,  0.14590,  0.28341,  0.38407,  0.40066,  0.77406,  0.21683,  0.48679,  0.53190, -0.04051,  0.01212,  0.05924,  0.35862,  0.12600,  0.04593,  0.11386,  0.04265, -0.08317,  0.21623,  0.01141, -0.02336,  0.44301,  0.03404,  0.03584,  0.42608, -0.06561,  0.09219,  0.11089, -0.08116, -0.10705, -0.06027,  0.15938,  0.37355,  0.02954,  0.05271,  0.46180,  0.22085, -0.06687,  0.00409,  0.12060,  0.10532,  0.54708,  0.27075,  0.33708, -0.03217,  0.39922,  0.37619, -0.04269,  0.01253,  0.22198,  0.03045, -0.00931,  0.12245,  0.08906, -0.09363,  0.07448, -0.04707, -0.05295, -0.02977, -0.09547,  0.28275,  0.43740, -0.09665,  0.31880,  0.03000,  0.63816,  0.33300,  0.04440,  0.12979,  0.11364, -0.01664,  1.00000,  0.69167,  0.21498,  0.11415, -0.07031,  0.45323,  0.52079,  0.21653,  0.00721, -0.09299,  0.01070,  0.21654, -0.08353,  0.52977,  0.09535,  0.52126,  0.05574,  0.60604,  0.39654,  0.48140,  0.49777,  0.56234,  0.51798,  0.56443,  0.51966,  0.42230,  0.22231,  0.51092,  0.43271,  0.59436,  0.51866,  0.23236,  0.44837,  0.61082, 
   fr_ketone_Topliss,  0.35378,  0.17673, -0.04845,  0.67622, -0.00517, -0.00705,  0.01119,  0.21839,  0.07539,  0.07711,  0.15981,  0.49107,  0.41852,  0.47937,  0.66916,  0.79365,  0.59831,  0.47171,  0.73495,  0.70138, -0.04816,  0.63470,  0.49394,  0.08944,  0.01356,  0.30727,  0.67427,  0.45727, -0.02354,  0.66558,  0.65793,  0.05117,  0.57969,  0.66556,  0.18948,  0.66577,  0.47092,  0.17780, -0.07995,  0.18362,  0.03576,  0.17362, -0.03625,  0.37900,  0.43975,  0.17420, -0.04747,  0.47155,  0.06251, -0.03917,  0.52082,  0.67122,  0.04418,  0.38065,  0.77267, -0.01974, -0.05985,  0.61790,  0.01862,  0.15753,  0.02758,  0.15668,  0.47780,  0.66543,  0.74424, -0.02778,  0.20483,  0.49107,  0.02503,  0.03851,  0.03751,  0.54006,  0.51183,  0.66040,  0.64939, -0.02677,  0.50924,  0.04014,  0.08193,  0.44022,  0.03215,  0.49107,  0.03802,  0.06155, -0.03002,  0.71209,  0.49158, -0.02231,  0.06762,  0.53594, -0.00475,  0.49107, -0.04449,  0.52017,  0.12633,  0.41364,  0.62182,  0.68406,  0.59475,  0.49099,  0.23613,  0.21447, -0.01863,  0.23888, -0.01995,  0.66261,  0.19392,  0.17667,  0.19400,  0.03503,  0.00441,  0.48941,  0.05344,  0.02382,  0.27195,  0.02893,  0.05739,  0.55577,  0.02711, -0.06779, -0.01720,  0.13297, -0.04711,  0.01777,  0.04750,  0.49994,  0.08239,  0.20570,  0.65994,  0.04976,  0.14638, -0.02999,  0.00659,  0.28831,  0.72911,  0.58134,  0.64915, -0.00096,  0.60762,  0.23150,  0.02312,  0.00036,  0.49867,  0.03373,  0.04276,  0.17178,  0.03919, -0.06400, -0.02461, -0.03417,  0.03626,  0.20837, -0.05636,  0.08326,  0.59970, -0.05602,  0.11520, -0.04706,  0.81602,  0.60955, -0.03217,  0.04613, -0.01622,  0.09148,  0.69167,  1.00000,  0.48404,  0.09651,  0.15701,  0.63676,  0.15853,  0.49107, -0.00141,  0.01153,  0.03104,  0.49107, -0.07816,  0.22005,  0.08155,  0.71236, -0.04356,  0.79955,  0.23026,  0.19156,  0.20496,  0.21342,  0.32203,  0.26311,  0.28949,  0.49121,  0.49360,  0.52083,  0.45921,  0.41713,  0.22290,  0.49934,  0.18209,  0.37820, 
           fr_lactam,  0.16395, -0.01581, -0.00453, -0.00643, -0.03185, -0.03606, -0.03248, -0.02656, -0.00747,  0.19054, -0.02168,  0.99296, -0.01022,  0.67888, -0.03326,  0.26237, -0.03657, -0.01832,  0.75685, -0.02117,  0.01249, -0.03244, -0.02446,  0.03219, -0.00956,  0.17313,  0.04760,  0.96001,  0.00492, -0.02332, -0.03538,  0.01838,  0.80215, -0.01339, -0.01687, -0.02142, -0.03143, -0.02612,  0.03996, -0.01897, -0.00687,  0.36704,  0.02157,  0.79166,  0.95638, -0.01541, -0.00443,  0.97972, -0.03640, -0.02303, -0.03074,  0.21734, -0.00351, -0.01136, -0.02017,  0.05021, -0.00472, -0.02236, -0.03473, -0.01156, -0.02358, -0.01553,  0.88747, -0.03481,  0.01651, -0.02772, -0.01988,  0.99296,  0.04745, -0.00778, -0.03234, -0.02981,  0.99215,  0.85506, -0.02133, -0.03393,  0.75178,  0.00774, -0.01535,  0.94429, -0.00409,  0.99296,  0.00372,  0.17242,  0.00307,  0.92030,  0.99300, -0.01901, -0.01952,  0.99189,  0.03149,  0.99296,  0.00010,  0.87757, -0.03846, -0.01509, -0.02926,  0.01353, -0.01152,  0.99304,  0.24642,  0.18065, -0.02680,  0.00124, -0.00416,  0.96012,  0.42648, -0.00918,  0.17300,  0.01066, -0.02550,  0.99446, -0.01580,  0.13827, -0.02110,  0.04479,  0.07944,  0.02863, -0.03177,  0.04867,  0.02028, -0.03371, -0.01649, -0.03250,  0.01470,  0.00903, -0.00858, -0.00219, -0.00194,  0.20825, -0.01427,  0.02649,  0.02035,  0.65024,  0.03779,  0.97901,  0.88667, -0.02997, -0.03619, -0.01762, -0.04881, -0.03458,  0.99324, -0.02047, -0.03026,  0.28889,  0.00276, -0.01594, -0.02856, -0.03642,  0.14173, -0.00657, -0.00487, -0.01330, -0.01067, -0.00770, -0.01456,  0.02519,  0.59124, -0.02103,  0.08651,  0.23539,  0.11963, -0.01307,  0.21498,  0.48404,  1.00000, -0.00727, -0.01815, -0.02527,  0.00091,  0.99296, -0.01910, -0.02900, -0.02592,  0.99298, -0.00604, -0.02030,  0.19885, -0.02281, -0.02408,  0.14679, -0.01723, -0.02087, -0.01445, -0.00438,  0.14477,  0.03047,  0.02863,  0.49249,  0.99317,  0.73569,  0.58662,  0.39711,  0.00625,  0.99285, -0.01170, -0.00799, 
          fr_lactone, -0.11153,  0.35656,  0.28577,  0.02381, -0.02414, -0.03171,  0.07775,  0.11849,  0.17181,  0.02541,  0.50845, -0.01953, -0.03160,  0.01733,  0.36375, -0.08211,  0.12988, -0.05557,  0.07350, -0.03608,  0.06175,  0.09040, -0.00979,  0.06402,  0.16536,  0.48511,  0.30448,  0.02404, -0.01837,  0.35914,  0.22342, -0.09113,  0.19865,  0.04234,  0.30315, -0.00191, -0.06665,  0.05531,  0.26730,  0.36608, -0.19150, -0.00271, -0.10572, -0.02629,  0.05350,  0.09345,  0.23129,  0.04730,  0.37771,  0.09583,  0.03385, -0.06756,  0.23885, -0.20566,  0.12490,  0.15766,  0.22786, -0.04305, -0.03207,  0.09737, -0.08707,  0.08933,  0.22468, -0.00123,  0.03413,  0.02382,  0.39012, -0.01953,  0.01885, -0.01592, -0.11914,  0.00319,  0.00446,  0.07901, -0.05169,  0.01680,  0.38750, -0.18933,  0.16787,  0.08540,  0.12706, -0.01953,  0.12497,  0.00235,  0.29704, -0.01374, -0.01941,  0.16776, -0.12079, -0.01718, -0.04730, -0.01953,  0.20597,  0.13997,  0.72441, -0.16169,  0.21015,  0.11358,  0.07636, -0.01910,  0.20518,  0.16355,  0.02397,  0.45968,  0.26765, -0.03608,  0.12881,  0.56484,  0.04337, -0.14231,  0.16753, -0.00561, -0.18913,  0.12474,  0.18632,  0.02261, -0.11569,  0.09872, -0.00605,  0.21434,  0.14608,  0.25766,  0.20442, -0.02230,  0.14798, -0.07858,  0.04696,  0.60836, -0.13311,  0.13436,  0.56593, -0.11467,  0.20317,  0.08559,  0.02500,  0.02080,  0.03874, -0.08037,  0.01515,  0.21043,  0.03123,  0.04207, -0.01921, -0.14284, -0.14066, -0.19162,  0.31991,  0.06457,  0.07222,  0.01035,  0.09102,  0.32592,  0.23041,  0.16654, -0.16383,  0.23877, -0.08194, -0.06595, -0.02413,  0.10144, -0.04949, -0.01552,  0.01079,  0.04187,  0.11415,  0.09651, -0.00727,  1.00000,  0.51628,  0.00708,  0.15466, -0.01953,  0.15563,  0.26120, -0.07158, -0.01952,  0.34642,  0.10296,  0.01881, -0.02342,  0.24109,  0.00763,  0.29317,  0.05245,  0.05896,  0.05469,  0.09748,  0.07995,  0.12937,  0.19694, -0.01783,  0.04822,  0.06447,  0.05884,  0.07429, -0.01699,  0.05352,  0.07670, 
          fr_methoxy, -0.03774,  0.60283,  0.03939, -0.03723, -0.03078, -0.02293,  0.24920,  0.11969,  0.02687, -0.10699,  0.95867, -0.00800,  0.00251, -0.03077,  0.37341, -0.05797,  0.10836, -0.01301, -0.01908,  0.04461,  0.05756,  0.06848, -0.01102,  0.05784,  0.12902,  0.62552,  0.28419, -0.03719,  0.07572,  0.64652,  0.37324,  0.02715,  0.28916,  0.01337,  0.42205, -0.00245,  0.00864,  0.06237,  0.05856,  0.67608, -0.07977, -0.05809,  0.10952, -0.04176, -0.01379,  0.11912,  0.20836, -0.01884,  0.43266,  0.19768,  0.03786, -0.07379,  0.01945, -0.05897,  0.19793,  0.04605,  0.22802, -0.01106,  0.06060,  0.08045,  0.18055,  0.08908,  0.11771,  0.04642, -0.06637,  0.19331,  0.65466, -0.00800, -0.11993, -0.00021, -0.04091,  0.07156,  0.02243,  0.09759, -0.00029,  0.14810,  0.48328, -0.10646,  0.19160, -0.02740, -0.07005, -0.00799, -0.07191,  0.02932,  0.14890, -0.06450, -0.00818,  0.12981, -0.00961, -0.01485, -0.01372, -0.00800,  0.11978,  0.14107,  0.57179, -0.03864,  0.07677,  0.26954,  0.06145, -0.00816,  0.06473,  0.02596,  0.25661,  0.64800,  0.00672, -0.03412, -0.07129,  0.69485, -0.10624, -0.05418,  0.23780, -0.01381, -0.02555, -0.01145,  0.32301,  0.06523, -0.10958,  0.06213,  0.17390,  0.02132,  0.01553,  0.60700,  0.24157,  0.12727, -0.10225, -0.08116,  0.05974,  0.67819, -0.10178, -0.08863,  0.91590,  0.00642, -0.03888, -0.00643, -0.07731,  0.00628,  0.08222,  0.14189,  0.06269,  0.25199,  0.13114,  0.12058, -0.00842,  0.01867,  0.05642, -0.10638,  0.02041,  0.09682,  0.16490,  0.18174,  0.02620,  0.54515,  0.24100,  0.18373, -0.08109,  0.22982,  0.05248, -0.00145, -0.03720,  0.08734, -0.04666, -0.04236, -0.05202,  0.04184, -0.07031,  0.15701, -0.01815,  0.51628,  1.00000,  0.00001,  0.09173, -0.00800,  0.09909,  0.32806,  0.06931, -0.00803,  0.19715,  0.25473, -0.10010,  0.04539,  0.11349, -0.08232,  0.38368,  0.11101,  0.06284,  0.05053,  0.01705,  0.03302,  0.17541,  0.19934, -0.00806, -0.00252,  0.02652,  0.00642,  0.04187, -0.00924,  0.08475,  0.04178, 
       fr_morpholine,  0.37470,  0.00730, -0.09027,  0.68407,  0.22027,  0.20681,  0.22413,  0.05772,  0.06362,  0.08619,  0.03653, -0.00707,  0.52727, -0.01808,  0.64826,  0.73957,  0.72633,  0.37644,  0.38032,  0.80795,  0.02100,  0.58488,  0.62009, -0.03509,  0.04671,  0.00588,  0.60001, -0.03568,  0.07219,  0.39455,  0.62664,  0.03738,  0.01610,  0.71016,  0.05118,  0.70499,  0.41087,  0.03330, -0.12093,  0.13648,  0.16490, -0.08375,  0.15028, -0.00642, -0.03021, -0.01338,  0.02298, -0.02867,  0.19149,  0.24081,  0.62141,  0.56300, -0.05773,  0.55463,  0.82475, -0.04183,  0.18907,  0.71605,  0.17725, -0.00060,  0.25836,  0.03052, -0.02603,  0.75227,  0.86635,  0.08828,  0.04838, -0.00707,  0.15886,  0.18610,  0.22989,  0.62681,  0.00719,  0.18009,  0.71972,  0.11752, -0.01506,  0.13995,  0.15015, -0.04049, -0.01303, -0.00707,  0.02885,  0.02441,  0.09460,  0.27190, -0.00660,  0.04258,  0.17716,  0.03800,  0.07347, -0.00707,  0.06136, -0.01908,  0.06910,  0.57735,  0.64312,  0.61249,  0.51526, -0.00739,  0.02528, -0.01518,  0.12274,  0.04437,  0.03914,  0.19009,  0.06036,  0.03929,  0.07173,  0.13106,  0.26391, -0.01290,  0.17297, -0.05741,  0.02343, -0.03167,  0.06789,  0.63216,  0.14818, -0.04339, -0.09537,  0.11330,  0.14995,  0.17952, -0.00040,  0.59878,  0.02167,  0.02492,  0.73886, -0.09554,  0.02835,  0.06745, -0.08355, -0.01675,  0.72532,  0.05796,  0.17781,  0.13668,  0.74721, -0.06277,  0.25748,  0.21740, -0.00012,  0.09247,  0.09975,  0.03094,  0.06061,  0.10534, -0.03511,  0.06316,  0.00191,  0.00804,  0.18979,  0.14201,  0.68269,  0.20275,  0.02541, -0.04518,  0.46538,  0.66769, -0.05365, -0.06011, -0.08163,  0.10090,  0.45323,  0.63676, -0.02527,  0.00708,  0.00001,  1.00000,  0.00487, -0.00707,  0.00370,  0.11373,  0.08719, -0.00709,  0.12482,  0.02563,  0.08244,  0.82826, -0.01423,  0.77562, -0.02763,  0.03264,  0.00158, -0.02524, -0.04556, -0.04552, -0.04849, -0.04698, -0.00781, -0.04132, -0.03950, -0.04716, -0.01156, -0.00986,  0.00397,  0.16231, 
          fr_nitrile, -0.05244,  0.01066,  0.05344,  0.03095, -0.04781, -0.04732,  0.04157,  0.52879,  0.07569, -0.01457,  0.08585, -0.01118, -0.00048,  0.53994, -0.03155, -0.01946, -0.02847,  0.45104, -0.01273, -0.02998,  0.05614,  0.52453, -0.01218,  0.58456,  0.07566, -0.01265, -0.03600, -0.01463,  0.06328,  0.21233, -0.01496,  0.30689,  0.25531, -0.00449, -0.05268, -0.04301,  0.45904,  0.52401,  0.07529, -0.04496, -0.03456,  0.16316, -0.04885,  0.01323,  0.03874,  0.79085, -0.00855,  0.01330,  0.03751,  0.16535, -0.08198, -0.06752,  0.01834, -0.05404,  0.00913,  0.05434,  0.23911, -0.06006, -0.04584,  0.93430, -0.07455,  0.94150,  0.01663, -0.05475, -0.01989,  0.05104, -0.04100, -0.01119, -0.02421,  0.06857, -0.07822, -0.06836, -0.01133,  0.01040, -0.03476, -0.02838, -0.00168, -0.06290,  0.67195,  0.02479, -0.00189, -0.01119, -0.00159, -0.01640,  0.32016, -0.03716, -0.01109,  0.01961, -0.12583, -0.01029,  0.05486, -0.01119,  0.15498, -0.01761,  0.10282, -0.03666,  0.00930, -0.05590,  0.73311, -0.01101,  0.85002,  0.84617,  0.05463,  0.13323,  0.07269, -0.01999,  0.25252,  0.04831,  0.19370,  0.02259,  0.00333, -0.01501, -0.05784,  0.06165,  0.54271,  0.04855, -0.07654,  0.04174, -0.05827,  0.11509, -0.11486, -0.05863, -0.01633, -0.04375, -0.12261,  0.03394,  0.10923,  0.04205, -0.06404, -0.00555,  0.11807, -0.04951, -0.10934,  0.15911, -0.04117, -0.01465, -0.04284, -0.05006, -0.03513,  0.49454,  0.00474,  0.16198, -0.00947, -0.08788, -0.09789, -0.04189,  0.12408, -0.01025, -0.07035, -0.03019,  0.09371, -0.02618,  0.24564,  0.66641, -0.04929,  0.25692,  0.35706, -0.01067,  0.29185, -0.01036, -0.07065, -0.05562, -0.05265,  0.04071,  0.52079,  0.15853,  0.00091,  0.15466,  0.09173,  0.00487,  1.00000, -0.01119,  0.04052,  0.03015, -0.09313, -0.01115,  0.06366,  0.72905, -0.02146,  0.01924,  0.00615, -0.05497,  0.73192,  0.81725,  0.83503,  0.86079,  0.72475,  0.81410,  0.75643,  0.46702, -0.00072,  0.55800,  0.54340,  0.73568,  0.79320,  0.01324,  0.79508,  0.78269, 
            fr_nitro,  0.12015, -0.00085, -0.02801, -0.00353, -0.01430, -0.01566,  0.01297, -0.00573, -0.01305,  0.19041, -0.00098,  1.00000, -0.01537,  0.67149, -0.01385,  0.24344, -0.00088, -0.00315,  0.75332, -0.00778, -0.00551, -0.01511, -0.01064,  0.00189,  0.00016,  0.16132,  0.03367,  0.94409, -0.01034, -0.01490, -0.00360, -0.01283,  0.80764, -0.01240, -0.01384, -0.01437, -0.01077, -0.00858, -0.01860, -0.00338,  0.00446,  0.31724,  0.00454,  0.78345,  0.94089, -0.01859, -0.00268,  0.98174, -0.01151, -0.01218, -0.00790,  0.20570, -0.01803, -0.00148, -0.01086,  0.01381, -0.01021, -0.00807, -0.01270, -0.01774,  0.02331, -0.01843,  0.87377, -0.00529,  0.01921, -0.01133, -0.00959,  1.00000,  0.02425, -0.00302, -0.00085, -0.00047,  0.99887,  0.85282, -0.01112, -0.00856,  0.75423,  0.01200, -0.00887,  0.93861, -0.01404,  1.00000, -0.01201,  0.16101, -0.02099,  0.92247,  1.00000, -0.01798,  0.00148,  0.99810,  0.01570,  1.00000, -0.01986,  0.87893, -0.01164, -0.00514, -0.01356,  0.02152, -0.01124,  1.00000,  0.23248,  0.15695, -0.00225, -0.00660, -0.02079,  0.96597,  0.37645, -0.00684,  0.15948,  0.00580,  0.00893,  0.99784,  0.00850,  0.08068, -0.01189,  0.02982,  0.06973,  0.02108,  0.01251,  0.00649, -0.01441,  0.00884,  0.00155,  0.00837, -0.00820, -0.00171, -0.01469, -0.00144,  0.01376,  0.15227, -0.01297, -0.00204, -0.01549,  0.60776,  0.03010,  0.98443,  0.88875,  0.00548, -0.00949, -0.01764, -0.01492, -0.01811,  0.99991, -0.00200, -0.00174,  0.29339, -0.01384, -0.02046, -0.01205, -0.00560,  0.10424, -0.00400, -0.00724, -0.01087,  0.00097, -0.00723, -0.00506, -0.01240,  0.58094, -0.00778,  0.04095,  0.18595,  0.06978, -0.00636,  0.21653,  0.49107,  0.99296, -0.01953, -0.00800, -0.00707, -0.01119,  1.00000, -0.01023, -0.00175, -0.00759,  1.00000, -0.01571, -0.00674,  0.20048, -0.00920, -0.02591,  0.14380, -0.02039, -0.01762, -0.01676, -0.00851,  0.14360,  0.03271,  0.02730,  0.49560,  0.99992,  0.73122,  0.58097,  0.39669,  0.00140,  0.99940, -0.01852, -0.00769, 
